NomDuGroupe	Restaurant	Note	Prix	Cuisine	Service	Ambiance	Avis	URL
Oualla_Saoudi	Une Semaine sur Deux - Grenoble	4.0	Positive	Positive	Positive	NE	Nous avons déjeuné, au choix 3 plats du jour bien différents pour 10,50€ et un plat dessert ou entrée plat pour 15€. Assiette copieuse et savoureuse servie en personne par le chef. Une bonne adresse sans chichi .	https://www.tripadvisor.fr/ShowUserReviews-g187264-d3580943-r477385556-Une_Semaine_sur_Deux-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Guo	L'Entrecôte	5.0	Positive	Positive	Positive	NE	Après avoir eu un très bon souvenir d'enfance de l'entrecôte à Bordeaux, je m'attendais à un très bon repas. Ce fut le cas. Un serveur absolument adorable, une entrecôte et une sauce parfaites, frites à volonté et de très bons desserts, tout cela à un prix très abordable (21€ par personne pour l'entrecôte, 7€ chaque dessert). Je recommande les yeux fermés. Arrivez tôt, pas de réservation dans ce restaurant !	https://www.tripadvisor.fr/Restaurant_Review-g187265-d2075406-Reviews-or75-L_Entrecote-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Katz_Dartois	La Fondue - Grenoble	5.0	NE	Positive	Positive	Positive	Accueil souriant et chaleureux, portions généreuses, la fondue aux morilles est à tomber, Je recommande sans hésitation	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718663-r973423861-La_Fondue-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Genevey_Pernier	La Belle Idée - Grenoble	5.0	NE	Positive	NE	NE	Repas traditionnel de très bonne qualité, produits locaux et tout est fait maison.  Gardez une place pour les desserts qui en plus d’être bons sont copieux! Super accueil	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2222187-r643782738-La_Belle_Idee-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Genevey_Pernier	La Belle Idée - Grenoble	5.0	NE	Positive	Positive	Positive	Par quoi commencer? La France présente la nourriture comme une religion. À La Petite Idée à Grenoble c’est bien cet esprit qui est représenté. Les plats ont un vrai goût, ils sont fait maison, simples et efficace laissant toujours un bon souvenir. Le cadre est chaleureux. Le service impeccable, agréable et bienveillant. Pour couronner le tout, le vin accompagne les plats, ni trop ni trop peu. Enfin le patron, Guillaume, sait mettre à l’aise ses convives. Merci nous y venons et nous y reviendrons et nous le conseillons.  José-Luis	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2222187-r816579912-La_Belle_Idee-Grenoble_Isere_Auvergne_Rhone_Alpes.html
DiMalta_Fauchon	Shunbun - Grenoble	3.0	Neutre	Négative	Positive	NE	Je pense que les personnes ayant laissé les messages précédents n'ont jamais mangé des vrais sushis Le service est efficace on y mange des sushis préparés d'avance sans saveur particulière (en gros des sushis CARREFOUR quoi) le gingembre est resté trop longtemps à l'air libre. Il y a de très nombreux restaurants de sushis à GRENOBLE au dessus de celui là. Maintenant pour le prix demandé c'est correct  De manière plus générale il faut arrêter de faire croire qu'on peut manger un produit haut de gamme pas cher: ca n'existe pas Allez y en connaissance de cause...	https://www.tripadvisor.fr/ShowUserReviews-g187264-d5443596-r369036225-Shunbun-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Mathon_Zarch	Le Gratin Dauphinois - Grenoble	5.0	Positive	Positive	NE	NE	Ce restaurant sert de très bon plats locaux copieux tout simplement savoureux mais pas simplistes.. en parfait accord avec le nom. Le niveau de fréquentation en dit long vu qu'ils sont complets rapidement et donc réservation obligatoire. On recommande vivement.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r731206253-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Gaubert_Godin	Brasserie Chavant Grenoble	1.0	NE	Neutre	Négative	NE	Cuisine moyenne. La déco des plats est là mais gustativement ce n'est pas ça.  De plus restaurant qui fonctionne avec bcp de stagiaires en cuisine et très peu de professionnels (7 stagiaires),  c'est dire la pression mise sur ces jeunes sans aucune reconnaissance. Surtout pour ça je ne recommande pas cette brasserie exploitante de main d'oeuvre	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or60-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Macé_Mutamu	Les Terrasses Poulard - Le Mont-Saint-Michel	1.0	Négative	Négative	Neutre	Négative	J’ai commandé un menu 1 galette + 1 crêpe à 19.80€ et mon conjoint un menu à 25€ avec entrée plat et dessert. - Ma salade était à peine assaisonnée et la crêpe du dessert semblait sortir toute prête d’un emballage... - L’eau du pichet était quasi chaude alors qu’il faisait plus de 30 degrés dehors. - Les tables étaient archi serré, super pour l’intimité ! - La sauce du poulet dans le menu à 25€ était beaucoup trop salée, les frites étaient dures comme si elles avaient été cuites maintes et maintes fois. - L’attente entre les plats était trèèèès longue, ça a du être 1h cumulé au final...  Seul point positif : les serveurs sympathiques qui faisaient de leur mieux...	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r692962547-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
Bour	La veyrie - Bernin	2.0	Neutre	Négative	Négative	Négative	"""Entrées et desserts normalement correct, plats très médiocres : Canard trop cuit et secs, légumes trop salés, Risotto """"de cantine"""". De plus le service est """"cheap"""". Je veux bien que le site ait un prix, mais le repas gâche un peu la vue."""	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r503914167-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
DiMalta_Fauchon	Shunbun - Grenoble	5.0	Positive	Positive	Positive	NE	Plusieurs formules sont proposées pour le midi avec deux accompagnement à choix et à prix très raisonnable. Les sushis étaient très bons. Il y a également un grand choix dans la carte. Le service était rapide et efficace. Superbe adresse si vous passez par Grenoble.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d5443596-r463972465-Shunbun-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Katz_Dartois	La Fondue - Grenoble	1.0	NE	NE	Négative	NE	Groupe de 6 arrivées à 21h15 on nous fait patienter 10 minutes dans le froid car la table n est pas prête. Une fois à l intérieur nous avons clairement l impression de déranger les serveurs qui sont désagréables et nous ignorent en prenant les commandes de tables arrivées après nous. Nous demandons si la raclette se fait  à l ancienne  ou avec l appareil électrique (pour lequel le prix est totalement injustifié) et on nous répond sèchement que non,  ici c est MODERNE . Passons... Nous commandons enfin et attendons plus d une heure pour nos plats. On nous offre du vin pour patienter, clairement dans le but que nous ne nous plaignons pas puisque la serveuse murmure  allez-y bourrez vous la gueule  en nous l amenant. Trois tartiflettes arrivent enfin et nous attendons encore dix minutes pour deux tartines et une salade. Bilan: 4 cheveux découverts dans trois assiettes différentes (constaté par une des serveuses). Elle nous dit que l on peut partir si l on souhaite, puisque nous hésitons à attendre de nouveau 40 minutes pour que les plats soient refaits. Un autre serveur revient et nous demande agressivement de lui montrer les cheveux trouvés, alors que sa collègue les a vus... Puis il nous encourage vivement à partir, en criant que nous sommes les seules à nous plaindre. Nous nous faisons (littéralement) pousser dehors devant les autres clients en nous faisant traiter de menteuses et la porte claque derrière nous. Sorties à 23 heures sans avoir mangé... On repassera pour la politesse, issues de la restauration nous avons été choquées par le comportement de l équipe et son manque de professionnalisme.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718663-r737048674-La_Fondue-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Espinal_Lu	La Ferme à Dédé - Grenoble	4.0	Positive	Positive	Positive	Positive	De passage à Grenoble, après avoir arpenté tout le centre ville et ses restos  à touristes , nous sommes tombés sur La ferme à Dédé. Cadre atypique, vieille ferme, objets décoratifs, ambiance montagnarde. Tout pour plaire, bon rapport Q/prix, carte bien conçue pour tous les goûts, accueil sympa. Goûtez au gratin de ravioles aux morilles, servies en plat à sabot en fonte. Juste délicieux, et pas de brisures de morilles mais bien des morilles entières et en quantité. Juste une salade aux noix bien assaisonnée pour faire passer le tout.Je vous recommande chaleureusement cette table!!!!	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718658-r765315322-La_Ferme_a_Dede_Grenoble_Centre-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Lacene	"""""""L'institut restaurant-Lyon"""""""	5.0	NE	Positive	Positive	Positive	"""""""Endroit magique Service absolument sublime Qualité des produits Bravo Un lieu à recommander et où il faudra revenir Bravo"""""""	https://www.tripadvisor.fr/ShowUserReviews-g187265-d5539701-r948245948-L_Institut_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Espinal_Lu	La Ferme à Dédé - Grenoble	1.0	Négative	Négative	NE	Négative	Restaurant « à touristes ».  Je garderai en mémoire que ce fut la pire fondue que j'aurais mangée au restaurant… et pour 24 euros avec l'assiette de charcuterie ! De plus, les tables sont collées les unes ou autres.  Vraiment sans intérêt.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718658-r879752662-La_Ferme_a_Dede_Grenoble_Centre-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Duret_Philippe	Le Chalet Restaurant - Annecy	5.0	NE	NE	Positive	NE	Excellent restaurant . Nous sommes arrivés à 8 personnes en dernière minute. Accueil au top! Service au top! Je recommande !	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r948349373-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Lacene	"""""""L'institut restaurant-Lyon"""""""	5.0	NE	Positive	Positive	Positive	"""""""Très bel accueil à L’institut Le restaurant d’application se fait aussitôt oublier tant les étudiants sont professionnels, attentionnés et attentifs. On sait bien que les maîtres veillent… Repas délicieux et très bon conseil pour les vins. En résumé : un vrai moment de gastronomie et de plaisir."""""""	https://www.tripadvisor.fr/ShowUserReviews-g187265-d5539701-r946573653-L_Institut_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Genevey_Pernier	La Belle Idée - Grenoble	5.0	NE	Positive	Positive	Positive	Très bonne cuisine, cadre chaleureux et personnel attentionné : de passage à Grenoble, nous avons passé un agréable moment !	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2222187-r876498680-La_Belle_Idee-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Espinal_Lu	La Ferme à Dédé - Grenoble	5.0	NE	NE	Positive	Positive	Bon accueil. Specialites savoyardes avec beaucoup de choix.  Ambiance et deco salle franchouillarde et agreable. Staff agreable et pro	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718658-r823679756-La_Ferme_a_Dede_Grenoble_Centre-Grenoble_Isere_Auvergne_Rhone_Alpes.html
DiMalta_Fauchon	Shunbun - Grenoble	4.0	NE	Positive	Positive	Neutre	La qualité du poisson est excellente !  Restaurant un peu bruyant..  manque de diversité au niveau des plats Un peu chère pour la quantité !  Dans l’ensemble c’est un bon restaurant on a était servie rapidement on est arrivé tard en plus !  Très bon accueil les serveurs sont très souriant !	https://www.tripadvisor.fr/ShowUserReviews-g187264-d5443596-r663545278-Shunbun-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Genevey_Pernier	La Belle Idée - Grenoble	4.0	NE	Positive	Positive	Positive	Excellente petite adresse et petite idée ! Joli petit restaurant aux murs de pierres qui propose des produits régionaux cuisinés avec finesse. Un vrai petit régal. Accueil sympathique.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2222187-r561005443-La_Belle_Idee-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Hardwick_Micha	Les Terrasses de Lyon - Lyon	5.0	Positive	Positive	Négative	NE	Nous sommes venus en famille. Nous avons pris le menu découverte avec le verre de vin pr les hommes.Les plats proposés sont dignes de leur étoile. Rien à dire. C'est une très belle découverte.Le service est agréable et souriant. Nous avons regretté cependant le service à l'apéritif. En effet, le restaurant possède une belle carte de coktails mais propose des l'arrivée du champagne. Mon père ayant choisi le champagne a eu son verre de suite. De notre côté, nous avons du attendre un certain temps avant d avoir les cocktails... Nous avons donc trinqués séparément et il a regretté qu'on ne lui ai pas proposé les cocktails quand il a vu le travail réalisé pr les préparer.Ce n'est qu'un petit bémol sur cette soirée qui restera magique!	https://www.tripadvisor.fr/ShowUserReviews-g187265-d3727154-r541332329-Les_Terrasses_de_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Berger_Selvaradjou	Le Bombay	5.0	NE	Positive	Positive	NE	Nous avons pris le menu dégustation à 39€, très copieux avec 3 entrées et 3 plats servis avec un riz au safran et des naans au choix. Tout était excellent, très raffiné avec des plats aux saveurs éclatantes. Les épices et herbes aromatiques exhalent tous leurs parfums. Le tout avec un service impeccable, efficace et à l’écoute du client. Bref, un restaurant indien de référence à Grenoble. Nous sommes conquis et reviendrons diner avec plaisir.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d795433-r750487109-Le_Bombay-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Guo	L'Entrecôte	5.0	NE	Positive	Positive	NE	Toujours aussi bon,avec un très bon service et avec une équipe souriante et à l'écoute pour un entrecôte suculente	https://www.tripadvisor.fr/Restaurant_Review-g187265-d2075406-Reviews-or195-L_Entrecote-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Gaubert_Godin	Brasserie Chavant Grenoble	4.0	NE	Négative	Positive	Positive	Pour notre souper, notre choix s'est arrêté à la Brasserie Chavant. Super cadre, beau et surtout qui fait très chic! La cuisine n'est pas mauvaise : Si vous appréciez les plats TRÈS TRÈS peu salés, vous y trouverez votre compte :-)  Par contre personnel très sympa et surtout professionnel	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or180-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Hardwick_Micha	Les Terrasses de Lyon - Lyon	2.0	Négative	Négative	Positive	Positive	Très belle salle de restaurant, belle vue sur Lyon. Bon service. Apéritif : demandez la carte avant de commander, tarifs élevés (même pour un étoilé) : 20€ pour un kir royal. Menu en 6 service décevant et pas très original dans les associations, cuissons un peu juste (omble chevalier trop cuit idem pour la longe de veau). Les desserts étaient en revanche très bons (tarte au citron meringuée et fraisier revisitée). Accord mets et vins de bonne qualité mais il faut demander au sommelier car non inscrit sur la carte.D'une manière générale je pense qu'on paie surtout pour la vue sur Lyon. Les tarifs sont relativement élevés pour un restaurant avec une seule étoile et les plats ne sont pas à la hauteur des attentes. On peut trouver des restaurants 1 étoile bien meilleures et moins chère à Lyon.	https://www.tripadvisor.fr/ShowUserReviews-g187265-d3727154-r802466992-Les_Terrasses_de_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Duret_Philippe	Le Chalet Restaurant - Annecy	5.0	NE	Positive	Positive	Positive	Notre coup de coeur sur Annecy. À chaque fois que nous venons sur Annecy, nous réservons une soirée au chalet ! Les repas sont excellents et on adore cette ambiance très cocooning. Un + pour la fondue savoyarde , on se régale à chaque fois.  Le personnel est très accueillant et le restaurant est super bien placé , le long du cour d’eau.	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r960455658-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Meftah_Bourass	"""""""Terre Adélice - Lyon"""""""	3.0	Négative	Négative	NE	NE	"""""""De nombreuses tranches d'agrumes non épluchées dans les coupes, c'est """"""""pas top"""""""". Un rapport qualité/prix très moyen (4,5 € la boule, c'est cher)"""""""	"""""""https://www.tripadvisor.fr/ShowUserReviews-g187265-d2443980-r703181801-Terre_Adelice_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html"""""""
